age,gender,device_type,ad_position,browsing_history,time_of_day,click
25.0,missing,Tablet,Top,Education,Afternoon,0
34.0,Male,missing,missing,Entertainment,missing,1
58.0,missing,Mobile,missing,Entertainment,Evening,1
47.0,missing,Desktop,Top,missing,Morning,0
missing,Female,Tablet,Side,News,Evening,0
missing,Non-Binary,Desktop,Side,Education,Night,0
missing,Non-Binary,Desktop,missing,Shopping,Night,0
34.0,Female,missing,missing,missing,Evening,0
20.0,missing,Desktop,Top,missing,Morning,1
25.0,Non-Binary,Mobile,missing,News,Morning,0
missing,Non-Binary,missing,Top,Entertainment,Evening,0
missing,missing,Tablet,Side,Shopping,Night,0
missing,missing,Tablet,Top,Shopping,Afternoon,0
missing,Male,Mobile,Bottom,Entertainment,Night,0
37.0,missing,Tablet,Top,missing,Afternoon,0
36.0,missing,Tablet,missing,missing,missing,0
39.0,missing,Mobile,Top,Entertainment,Night,1
37.0,missing,Mobile,missing,missing,Morning,0
57.0,Non-Binary,Mobile,Bottom,News,Night,1
missing,Female,Desktop,Side,missing,Night,1
48.0,Female,Tablet,Side,missing,Afternoon,1
26.0,Male,Tablet,Bottom,Entertainment,Night,1
missing,missing,Desktop,Bottom,News,Night,1
missing,Male,Desktop,Top,missing,Night,1
42.0,missing,missing,Side,Shopping,Morning,1
missing,missing,missing,Top,missing,Afternoon,1
missing,Male,Tablet,missing,missing,missing,1
missing,missing,missing,missing,missing,Afternoon,1
28.0,missing,Desktop,Side,News,Morning,1
31.0,Male,missing,Bottom,missing,missing,1
25.0,missing,Tablet,Top,Shopping,Morning,0
37.0,Female,missing,Top,Entertainment,missing,1
missing,Female,Mobile,Top,News,Afternoon,1
41.0,Female,missing,missing,missing,Afternoon,1
54.0,Female,Tablet,Top,Shopping,missing,0
missing,missing,Mobile,Side,missing,Morning,0
29.0,Non-Binary,Tablet,Side,missing,Night,0
missing,missing,Tablet,Bottom,missing,Afternoon,1
missing,Non-Binary,Mobile,missing,missing,missing,1
missing,missing,missing,Side,News,Evening,1
missing,Male,missing,missing,missing,Afternoon,0
25.0,missing,Mobile,Bottom,Education,Night,0
58.0,Non-Binary,Mobile,Side,Entertainment,Evening,1
missing,Non-Binary,missing,Side,missing,missing,0
45.0,missing,Tablet,Top,missing,Afternoon,1
52.0,Female,Tablet,Top,Education,Morning,1
18.0,Female,missing,Side,missing,Morning,0
32.0,Male,Mobile,missing,missing,Night,1
48.0,Female,missing,Side,News,Night,0
25.0,missing,Desktop,Bottom,Education,Morning,0
missing,missing,missing,Side,missing,Afternoon,1
missing,Non-Binary,Mobile,Side,missing,Night,0
52.0,missing,Desktop,Top,missing,Night,1
33.0,missing,Desktop,missing,Education,Afternoon,1
missing,Female,Mobile,missing,missing,Evening,0
20.0,Non-Binary,Desktop,Top,Social Media,Morning,0
missing,Female,Desktop,missing,Shopping,Morning,1
43.0,Male,missing,missing,missing,Evening,1
22.0,Male,Desktop,Bottom,Entertainment,Night,1
60.0,Male,missing,Side,missing,Evening,0
missing,Female,Desktop,Bottom,Social Media,Afternoon,0
57.0,Non-Binary,Mobile,Bottom,News,Night,1
38.0,Non-Binary,Tablet,Bottom,missing,missing,1
54.0,Male,missing,Top,missing,Night,1
52.0,Female,Desktop,Bottom,missing,missing,1
missing,missing,missing,Top,missing,Evening,1
missing,Non-Binary,missing,Bottom,Entertainment,Night,0
27.0,Non-Binary,Tablet,Bottom,missing,missing,1
58.0,Male,Tablet,Bottom,missing,Evening,1
63.0,Female,Desktop,Side,Entertainment,Evening,0
53.0,missing,Tablet,missing,Entertainment,Afternoon,1
missing,missing,Desktop,Side,missing,missing,1
missing,missing,Desktop,missing,Social Media,Morning,1
21.0,missing,Desktop,missing,Education,Morning,0
54.0,Non-Binary,Tablet,Top,Shopping,Morning,0
missing,Non-Binary,Mobile,Top,missing,missing,0
24.0,Male,Desktop,Top,Shopping,Evening,0
missing,Female,Desktop,Side,missing,Evening,1
missing,Non-Binary,Mobile,Side,Entertainment,Afternoon,1
missing,missing,Mobile,Top,Entertainment,Afternoon,0
missing,missing,Mobile,Bottom,Entertainment,missing,0
missing,Female,Mobile,Top,missing,Morning,1
missing,missing,missing,Top,Education,Afternoon,1
missing,missing,missing,Top,Shopping,Afternoon,1
32.0,missing,Tablet,Top,Entertainment,Night,0
missing,missing,Desktop,Side,missing,Morning,1
28.0,Female,Desktop,Bottom,News,Evening,1
missing,missing,Desktop,Bottom,Entertainment,Afternoon,0
missing,Non-Binary,Desktop,missing,missing,Afternoon,0
49.0,missing,Tablet,missing,missing,missing,1
36.0,Female,Tablet,missing,News,Morning,0
missing,missing,missing,missing,missing,missing,0
missing,missing,Tablet,Bottom,Entertainment,Night,1
62.0,missing,Desktop,Bottom,missing,Night,1
20.0,Male,Mobile,Side,Shopping,missing,1
20.0,Male,Desktop,Bottom,missing,Morning,1
52.0,Female,Desktop,Bottom,Shopping,Afternoon,1
24.0,Female,missing,missing,missing,Morning,0
52.0,Female,missing,Top,missing,Morning,1
missing,missing,Desktop,Bottom,Entertainment,Afternoon,1
44.0,missing,Desktop,Top,Entertainment,Evening,1
36.0,Male,Mobile,Side,missing,Evening,0
missing,missing,missing,Bottom,missing,Afternoon,0
39.0,Male,Desktop,Side,Social Media,Night,1
missing,missing,Mobile,Bottom,missing,Morning,1
missing,Female,missing,Bottom,missing,missing,0
46.0,Female,missing,missing,missing,Afternoon,0
missing,missing,Desktop,missing,missing,missing,1
missing,missing,Tablet,Top,missing,Morning,1
missing,missing,Tablet,missing,Shopping,Afternoon,1
missing,Female,Tablet,Bottom,missing,Evening,1
29.0,missing,Mobile,Top,News,missing,0
25.0,Male,Mobile,Bottom,News,Night,0
51.0,missing,missing,Top,Social Media,Morning,1
missing,Female,Tablet,Bottom,Education,Afternoon,0
missing,Non-Binary,Tablet,Side,missing,Afternoon,0
missing,Male,Desktop,Bottom,missing,Evening,1
missing,Non-Binary,Tablet,Top,missing,Afternoon,0
46.0,Non-Binary,Mobile,missing,missing,missing,1
missing,Female,Tablet,Bottom,missing,Evening,0
missing,missing,Desktop,Side,missing,missing,1
missing,missing,Tablet,Bottom,missing,missing,0
34.0,Male,Desktop,Top,missing,Night,1
31.0,missing,Tablet,missing,missing,Afternoon,1
missing,Non-Binary,Mobile,Bottom,Education,Morning,0
34.0,missing,Mobile,Bottom,Social Media,Morning,1
62.0,missing,Desktop,missing,Shopping,missing,1
59.0,missing,Desktop,Bottom,missing,Afternoon,1
missing,Non-Binary,missing,Side,Shopping,missing,0
54.0,missing,Tablet,missing,missing,Evening,0
missing,missing,Tablet,Side,Entertainment,Evening,1
missing,Male,Mobile,Bottom,missing,Morning,1
45.0,Female,Mobile,Side,Social Media,Morning,1
missing,missing,Mobile,Bottom,missing,Morning,1
63.0,Male,Desktop,Side,Social Media,missing,1
missing,missing,Desktop,Top,missing,missing,1
missing,missing,Tablet,Top,missing,Morning,1
51.0,missing,missing,Side,Social Media,Evening,0
missing,missing,Mobile,Side,Social Media,missing,1
42.0,missing,Tablet,Bottom,Shopping,Night,1
missing,Female,Mobile,missing,missing,missing,0
60.0,missing,Tablet,Side,missing,Afternoon,1
40.0,missing,missing,Side,News,Evening,1
missing,missing,missing,Top,missing,Evening,1
missing,missing,Tablet,missing,missing,Morning,1
40.0,Non-Binary,missing,Top,News,Morning,0
missing,missing,Mobile,missing,missing,missing,1
31.0,missing,Desktop,Bottom,missing,Night,1
missing,missing,Desktop,missing,News,Night,1
57.0,Male,Mobile,Top,missing,Evening,1
25.0,Female,Mobile,Bottom,Social Media,Evening,1
53.0,Male,Desktop,Bottom,Social Media,Evening,0
missing,missing,Mobile,Top,missing,missing,1
missing,missing,Mobile,Top,News,Afternoon,0
52.0,Male,Mobile,missing,missing,Evening,1
missing,missing,Mobile,Bottom,News,missing,1
missing,missing,Tablet,Bottom,missing,Evening,1
missing,missing,missing,missing,missing,Evening,0
45.0,Male,Desktop,Top,Education,Morning,1
missing,Female,missing,Bottom,missing,Evening,1
21.0,missing,Tablet,Side,Education,Afternoon,0
59.0,missing,Desktop,Bottom,missing,Afternoon,1
missing,Non-Binary,Mobile,Side,Entertainment,Evening,1
missing,missing,Desktop,Side,missing,missing,1
missing,Male,Mobile,Side,Entertainment,missing,0
48.0,Female,missing,Side,missing,Afternoon,1
missing,Non-Binary,Mobile,Side,missing,Morning,1
52.0,Female,missing,Bottom,missing,missing,1
58.0,missing,Mobile,Side,missing,Morning,1
55.0,missing,Tablet,Side,missing,Evening,1
missing,missing,missing,missing,Education,Afternoon,1
53.0,missing,Tablet,Top,Shopping,Night,1
missing,missing,Tablet,Side,missing,missing,1
38.0,Non-Binary,Mobile,Top,missing,missing,0
58.0,missing,Tablet,Top,missing,Afternoon,1
36.0,Male,Mobile,Side,Shopping,Morning,1
missing,Female,Tablet,missing,missing,Evening,1
39.0,missing,Desktop,Top,missing,missing,1
missing,Non-Binary,Tablet,missing,News,Evening,1
31.0,missing,Desktop,Side,Entertainment,missing,1
missing,missing,Desktop,Bottom,missing,Night,0
missing,missing,Mobile,Side,Social Media,Evening,1
missing,missing,Desktop,Bottom,News,Night,1
38.0,Non-Binary,Tablet,Bottom,Entertainment,Night,1
missing,Male,Desktop,Side,missing,Night,0
missing,Female,Mobile,missing,missing,Evening,0
missing,missing,Tablet,Bottom,missing,Evening,0
missing,Female,Mobile,missing,News,Night,0
53.0,Male,Tablet,Bottom,Education,missing,1
37.0,Female,Mobile,missing,News,Afternoon,0
58.0,Non-Binary,Desktop,Bottom,Social Media,Night,0
37.0,missing,Tablet,missing,Entertainment,Morning,0
32.0,Non-Binary,Desktop,Top,Entertainment,Night,1
24.0,missing,Mobile,Top,Entertainment,Night,1
missing,missing,Mobile,Bottom,missing,Morning,0
missing,missing,Tablet,Side,Entertainment,Evening,1
missing,Male,Desktop,Side,missing,missing,1
missing,missing,missing,Side,missing,Evening,1
missing,Male,Tablet,missing,missing,Evening,1
missing,Male,Mobile,missing,Social Media,Morning,1
missing,missing,Tablet,Bottom,missing,Afternoon,1
27.0,missing,Tablet,Side,Entertainment,Evening,1
missing,missing,Desktop,Bottom,missing,Evening,0
missing,missing,missing,Bottom,Entertainment,Afternoon,1
60.0,Non-Binary,Mobile,Side,missing,Evening,0
39.0,Male,Desktop,Side,Social Media,Night,1
53.0,Female,Tablet,Bottom,Entertainment,Afternoon,1
missing,missing,missing,Top,Entertainment,Afternoon,1
missing,missing,Desktop,Side,missing,missing,1
38.0,missing,Mobile,Bottom,missing,Morning,1
missing,missing,Desktop,Side,Social Media,Night,1
missing,Non-Binary,Tablet,Side,News,Morning,1
missing,Male,Mobile,Top,missing,Evening,1
50.0,Female,missing,missing,missing,Evening,1
31.0,Female,Desktop,missing,Shopping,missing,1
54.0,Male,Tablet,Side,missing,missing,1
55.0,Male,Desktop,Bottom,Shopping,Afternoon,0
30.0,Non-Binary,Desktop,Top,missing,Night,0
missing,missing,missing,Bottom,Entertainment,missing,1
58.0,Non-Binary,missing,Side,missing,Evening,1
47.0,Non-Binary,Mobile,Side,News,missing,0
missing,Non-Binary,Tablet,Bottom,missing,Evening,1
19.0,Non-Binary,missing,Bottom,missing,Afternoon,0
missing,Male,Mobile,Side,missing,missing,1
28.0,missing,Desktop,Side,missing,Morning,1
46.0,missing,Desktop,missing,Education,missing,1
missing,Non-Binary,missing,Side,missing,missing,1
missing,missing,Tablet,Side,missing,Afternoon,1
missing,Male,Tablet,Top,Shopping,Evening,0
36.0,missing,Tablet,Side,Education,Evening,1
missing,missing,Desktop,Side,Shopping,Morning,1
34.0,Male,Desktop,Top,News,Night,1
missing,Non-Binary,Mobile,Side,missing,Evening,0
21.0,missing,missing,Side,Entertainment,Night,1
missing,Female,Mobile,Bottom,missing,Night,1
34.0,Male,missing,Top,News,Night,1
38.0,missing,missing,Bottom,Education,Afternoon,1
20.0,Female,missing,Top,Entertainment,missing,1
37.0,missing,Mobile,Side,News,missing,0
missing,Female,Desktop,Side,missing,Afternoon,0
missing,missing,missing,Side,missing,Night,0
missing,Non-Binary,Tablet,missing,missing,Afternoon,1
missing,Non-Binary,missing,Top,missing,missing,0
63.0,missing,Desktop,missing,Social Media,Evening,0
19.0,Male,missing,Top,Education,Afternoon,0
missing,missing,Desktop,missing,missing,missing,0
56.0,Non-Binary,missing,Top,Shopping,Morning,0
missing,missing,Desktop,Top,missing,Night,1
missing,missing,Mobile,Side,missing,Evening,0
25.0,Non-Binary,missing,Side,News,Morning,0
45.0,missing,Tablet,Bottom,Entertainment,Afternoon,0
26.0,Female,Mobile,Bottom,missing,Evening,1
20.0,Male,missing,missing,News,Afternoon,0
59.0,missing,Tablet,missing,missing,Night,1
missing,missing,missing,missing,missing,Evening,1
34.0,Female,Mobile,Bottom,Entertainment,Afternoon,1
45.0,missing,missing,missing,Education,Afternoon,0
27.0,missing,Tablet,missing,Entertainment,missing,1
61.0,missing,Desktop,Bottom,Social Media,Evening,0
missing,missing,Tablet,Top,missing,Morning,1
missing,missing,missing,Top,Education,Morning,1
60.0,missing,Desktop,missing,News,missing,0
51.0,Male,Mobile,Bottom,Social Media,Evening,0
missing,Male,Tablet,Bottom,Entertainment,Afternoon,0
missing,Non-Binary,Tablet,Bottom,missing,missing,0
34.0,missing,Tablet,Top,missing,Morning,1
missing,Female,Desktop,Top,Shopping,Morning,1
missing,Female,Desktop,Side,missing,Morning,1
missing,Male,Desktop,Side,missing,Evening,1
missing,missing,Desktop,Bottom,Education,missing,1
37.0,missing,Desktop,Top,Education,missing,0
47.0,Male,missing,missing,missing,Night,0
missing,Female,Mobile,Bottom,missing,Evening,1
55.0,missing,Tablet,Top,missing,Night,1
28.0,Female,Mobile,Bottom,Shopping,Morning,1
56.0,Female,Tablet,Bottom,News,Morning,1
missing,Male,missing,Top,Social Media,missing,0
32.0,Non-Binary,missing,Side,Social Media,missing,1
missing,Male,Mobile,Top,missing,Afternoon,1
41.0,Non-Binary,missing,Side,missing,Night,1
missing,Female,Mobile,Bottom,missing,Night,1
31.0,missing,Desktop,Side,Entertainment,missing,1
31.0,missing,Desktop,Bottom,Social Media,Night,1
20.0,missing,Desktop,missing,missing,Afternoon,1
missing,missing,Mobile,Bottom,Education,Afternoon,0
52.0,Female,missing,Top,missing,Morning,1
45.0,missing,Desktop,Top,Social Media,missing,0
missing,Female,Tablet,Top,News,Night,1
61.0,missing,Tablet,Bottom,Shopping,Morning,0
missing,Non-Binary,missing,Side,News,Morning,1
missing,Female,Tablet,Top,Entertainment,missing,1
54.0,Male,Tablet,missing,Education,Evening,1
missing,missing,Tablet,missing,missing,missing,1
20.0,Male,Desktop,Bottom,missing,Morning,1
38.0,missing,Tablet,Bottom,missing,Night,1
24.0,Male,Mobile,Bottom,missing,Night,1
42.0,Female,missing,Bottom,missing,Night,0
41.0,Non-Binary,Tablet,Top,missing,Afternoon,0
44.0,Female,missing,Top,missing,Evening,1
missing,missing,Tablet,Side,News,Morning,1
27.0,missing,Tablet,Side,News,missing,1
missing,Male,Tablet,missing,missing,missing,0
29.0,missing,Tablet,Bottom,missing,Morning,1
missing,missing,Tablet,Top,Entertainment,Evening,1
missing,missing,missing,missing,Education,missing,1
38.0,Female,Desktop,Top,Entertainment,Evening,0
missing,missing,missing,Side,Entertainment,missing,0
missing,missing,Tablet,Top,News,Evening,1
45.0,Female,Mobile,Side,missing,Morning,1
45.0,missing,missing,Side,Shopping,missing,1
38.0,missing,Tablet,Bottom,Entertainment,missing,1
26.0,Male,Tablet,Bottom,Entertainment,Night,1
missing,Non-Binary,Desktop,missing,Shopping,missing,0
22.0,Female,Tablet,Bottom,Education,Morning,0
57.0,missing,Mobile,Bottom,News,Night,1
missing,Male,Desktop,Top,Shopping,Night,1
missing,missing,missing,Side,Shopping,Evening,1
missing,missing,Tablet,Bottom,Shopping,Morning,0
missing,Non-Binary,Desktop,missing,missing,Evening,0
missing,missing,Tablet,Top,Shopping,Night,0
56.0,Female,Mobile,Bottom,Education,Morning,1
42.0,Non-Binary,missing,Bottom,News,Morning,0
47.0,Male,missing,missing,Entertainment,Afternoon,0
21.0,missing,Desktop,Top,Shopping,Evening,1
missing,missing,Mobile,Bottom,Education,Night,1
missing,missing,missing,Side,Education,Evening,0
missing,missing,Desktop,Top,missing,Night,1
missing,Male,Tablet,Bottom,Entertainment,Night,0
20.0,Male,Tablet,Side,News,Night,1
29.0,missing,Desktop,Bottom,Education,Evening,1
missing,Male,Tablet,Bottom,News,Morning,1
missing,missing,Tablet,Side,News,Morning,1
missing,missing,Desktop,Top,Shopping,Afternoon,0
missing,Male,missing,Bottom,missing,Night,1
missing,missing,missing,Side,missing,Morning,1
missing,missing,Tablet,Side,missing,Evening,1
30.0,Male,Tablet,Top,missing,Evening,1
57.0,Non-Binary,Mobile,missing,missing,Night,1
missing,missing,Mobile,missing,Social Media,Evening,0
missing,Female,Mobile,missing,Education,Morning,1
missing,Female,Desktop,missing,missing,Morning,1
34.0,Male,Desktop,Top,missing,Night,1
62.0,Non-Binary,Tablet,Side,Shopping,Night,0
42.0,missing,Tablet,Side,missing,Afternoon,1
20.0,Female,Mobile,Bottom,missing,missing,1
49.0,missing,Tablet,Side,missing,missing,1
34.0,missing,Tablet,Top,missing,missing,1
34.0,missing,Mobile,Bottom,Social Media,Morning,1
21.0,missing,missing,Bottom,missing,missing,1
45.0,missing,Mobile,Side,Entertainment,Night,0
missing,missing,missing,missing,Social Media,missing,1
42.0,Non-Binary,missing,missing,Social Media,Night,1
28.0,missing,Desktop,Side,News,Morning,1
47.0,Female,missing,Bottom,missing,Afternoon,0
54.0,missing,Tablet,Top,News,Evening,1
missing,missing,Desktop,missing,missing,Morning,1
52.0,Non-Binary,Mobile,Bottom,Education,Morning,1
46.0,Female,Tablet,Side,missing,Morning,1
missing,missing,missing,Side,Entertainment,Evening,1
58.0,missing,Desktop,Side,missing,Night,1
46.0,Male,Mobile,Bottom,missing,missing,0
34.0,Non-Binary,Mobile,Bottom,Social Media,Afternoon,1
20.0,Female,Mobile,Top,Social Media,Afternoon,1
36.0,missing,Mobile,Side,Shopping,Morning,1
missing,Non-Binary,Tablet,Bottom,missing,Evening,0
missing,Male,Tablet,Top,News,missing,0
18.0,missing,Desktop,Side,Shopping,missing,0
missing,missing,Mobile,missing,missing,Afternoon,0
58.0,missing,Desktop,Side,missing,missing,1
29.0,Male,missing,Bottom,missing,Morning,1
missing,Female,Mobile,Bottom,missing,Night,1
missing,missing,Desktop,Bottom,missing,Afternoon,1
28.0,missing,Desktop,Side,Social Media,missing,1
missing,missing,Mobile,missing,missing,missing,1
missing,missing,Mobile,Top,Shopping,missing,0
38.0,missing,Desktop,Side,missing,Afternoon,1
missing,missing,Tablet,Top,missing,Afternoon,1
46.0,missing,Mobile,Side,missing,Morning,1
missing,missing,Tablet,Side,Entertainment,Afternoon,1
47.0,Female,Mobile,missing,Shopping,Morning,0
51.0,missing,Desktop,Side,Entertainment,Morning,1
missing,missing,Desktop,Bottom,Education,missing,1
40.0,Female,Tablet,Bottom,missing,missing,1
missing,Non-Binary,Tablet,Top,missing,Morning,1
missing,missing,Tablet,missing,missing,Morning,0
missing,Male,Tablet,Side,Education,Morning,1
44.0,Female,Desktop,Top,Entertainment,missing,1
missing,missing,Tablet,Side,missing,Afternoon,0
49.0,Male,Desktop,Top,Shopping,Morning,1
missing,Female,missing,missing,missing,Afternoon,1
21.0,Female,Desktop,Side,News,Afternoon,1
missing,Male,Tablet,Top,News,Evening,1
20.0,missing,Desktop,Bottom,missing,Night,0
53.0,missing,Desktop,missing,missing,Morning,1
missing,missing,Tablet,missing,Education,Morning,1
missing,Female,missing,Side,Education,Morning,0
missing,missing,Desktop,Top,Entertainment,missing,0
missing,missing,Desktop,Bottom,missing,Evening,1
19.0,Female,Desktop,Top,Shopping,Evening,0
30.0,Male,Tablet,Top,missing,Evening,1
missing,missing,Tablet,Top,Education,Evening,1
missing,missing,missing,Bottom,Shopping,Afternoon,1
32.0,Non-Binary,missing,Top,News,Morning,1
missing,Female,Desktop,Top,Shopping,Morning,1
39.0,missing,missing,Top,missing,Night,1
26.0,missing,Mobile,missing,missing,Afternoon,1
missing,missing,Tablet,missing,Shopping,Afternoon,1
24.0,Male,Mobile,Bottom,missing,Morning,0
missing,Female,missing,Bottom,missing,Night,1
25.0,missing,missing,Bottom,missing,Afternoon,1
43.0,missing,Mobile,Bottom,Education,Evening,1
missing,missing,Tablet,Top,missing,missing,0
61.0,missing,missing,Side,Entertainment,Morning,1
39.0,Male,Desktop,Top,missing,Evening,1
61.0,Female,Desktop,missing,Shopping,Afternoon,1
missing,missing,Desktop,Top,missing,Night,1
missing,missing,Tablet,missing,Social Media,Afternoon,1
missing,Male,Desktop,Top,Entertainment,missing,1
missing,Male,Desktop,Side,Entertainment,Morning,1
43.0,missing,missing,Top,missing,Afternoon,1
61.0,Non-Binary,Mobile,Top,missing,Afternoon,0
missing,missing,Desktop,Bottom,missing,missing,1
missing,missing,Mobile,missing,Social Media,Morning,0
26.0,Non-Binary,Mobile,Side,missing,Evening,0
missing,Non-Binary,Tablet,Side,missing,Morning,0
30.0,Female,Mobile,Top,Social Media,Morning,1
46.0,missing,Mobile,Top,Social Media,Evening,1
missing,missing,Tablet,Top,missing,Morning,1
missing,Female,Mobile,Top,Social Media,Afternoon,0
61.0,Female,Desktop,Side,Shopping,Afternoon,1
missing,Male,Desktop,Bottom,Entertainment,Afternoon,1
28.0,missing,Mobile,Bottom,Shopping,Afternoon,0
60.0,missing,missing,Side,missing,Afternoon,1
missing,missing,missing,Top,missing,Night,1
missing,Female,Desktop,Bottom,missing,missing,0
missing,missing,Desktop,Side,missing,Afternoon,1
27.0,Female,missing,Bottom,Social Media,Afternoon,0
54.0,Male,missing,missing,missing,Night,1
22.0,Male,Tablet,missing,missing,Night,0
missing,Non-Binary,missing,missing,Social Media,missing,1
missing,Female,Tablet,missing,Entertainment,Evening,1
22.0,Male,Tablet,Bottom,missing,Afternoon,0
missing,missing,Desktop,Bottom,missing,Afternoon,1
missing,Female,missing,Side,missing,missing,1
missing,Female,Desktop,Side,missing,Night,0
24.0,Male,Desktop,Side,Shopping,Morning,1
missing,missing,Desktop,Side,missing,Morning,1
missing,Non-Binary,Desktop,Side,Education,Evening,0
missing,missing,Desktop,Bottom,Education,Morning,1
42.0,missing,Tablet,Bottom,Shopping,Night,0
26.0,Non-Binary,Desktop,missing,missing,Evening,1
21.0,Female,Desktop,missing,News,Afternoon,1
missing,missing,Mobile,Top,Entertainment,Afternoon,1
32.0,Non-Binary,Desktop,Bottom,News,Night,0
missing,Non-Binary,Mobile,Top,Social Media,missing,1
missing,missing,Tablet,Side,Entertainment,Evening,1
37.0,missing,Tablet,missing,missing,missing,0
53.0,Non-Binary,Mobile,Side,News,Morning,1
missing,missing,Mobile,Side,missing,Afternoon,1
missing,Female,Desktop,Side,missing,Evening,0
31.0,missing,Desktop,Side,missing,Night,1
missing,Non-Binary,missing,Bottom,missing,Evening,0
33.0,missing,Desktop,Top,Education,missing,1
33.0,missing,Desktop,Top,missing,missing,1
missing,Non-Binary,Desktop,Side,Entertainment,missing,0
46.0,Non-Binary,missing,Top,Education,missing,0
64.0,missing,missing,missing,Social Media,Afternoon,1
missing,missing,Desktop,Top,Shopping,Morning,0
24.0,Female,Tablet,Side,missing,Night,0
40.0,Female,Desktop,Side,missing,Morning,1
54.0,Male,missing,Bottom,missing,Night,1
46.0,Female,Tablet,missing,missing,missing,1
missing,Male,Desktop,missing,News,Afternoon,1
missing,missing,Desktop,Bottom,missing,Morning,1
31.0,missing,Desktop,Bottom,Social Media,missing,1
missing,missing,Desktop,Side,missing,Evening,0
missing,Male,Mobile,Top,News,Evening,0
missing,Female,Desktop,Side,missing,Night,1
missing,missing,Tablet,Side,News,missing,0
45.0,missing,missing,Side,Social Media,Afternoon,0
30.0,missing,Mobile,Side,Entertainment,Night,1
54.0,Male,Desktop,Side,News,Evening,0
47.0,Male,Desktop,Bottom,missing,missing,1
missing,Female,missing,Bottom,missing,Evening,1
missing,Female,missing,missing,missing,Evening,1
54.0,missing,Tablet,Side,Education,Evening,1
missing,Non-Binary,Tablet,Side,Entertainment,Morning,0
missing,Female,Mobile,missing,missing,Evening,1
missing,missing,missing,missing,missing,Evening,0
52.0,Male,missing,Top,missing,Night,1
missing,Female,Desktop,missing,missing,missing,1
25.0,missing,Desktop,Side,missing,Night,1
33.0,missing,Desktop,missing,Education,Afternoon,1
missing,Non-Binary,Tablet,missing,missing,Afternoon,0
missing,missing,missing,Top,missing,missing,1
missing,missing,missing,Side,Education,Morning,1
48.0,missing,Tablet,Top,Education,Morning,0
40.0,missing,missing,Side,Entertainment,Night,1
missing,missing,Mobile,Side,Shopping,Afternoon,1
23.0,Non-Binary,Desktop,Top,Entertainment,Morning,0
missing,Non-Binary,Desktop,Top,News,missing,1
missing,missing,Tablet,Top,Social Media,missing,1
missing,missing,missing,Side,Entertainment,Evening,1
missing,Female,missing,Top,Entertainment,missing,1
44.0,missing,missing,Top,missing,Morning,0
41.0,Male,missing,missing,Entertainment,Afternoon,1
24.0,Male,Mobile,Side,News,Evening,0
missing,Male,Tablet,missing,Shopping,missing,1
26.0,missing,Mobile,Bottom,News,missing,1
missing,missing,Mobile,Bottom,missing,Night,0
missing,Female,Desktop,Top,News,Evening,0
25.0,Female,Tablet,Bottom,Education,Morning,0
34.0,Male,Mobile,Top,Entertainment,Evening,1
missing,Male,Tablet,Top,News,Evening,1
63.0,missing,Tablet,Side,Shopping,missing,1
59.0,missing,Tablet,Side,Social Media,Morning,1
missing,Non-Binary,Tablet,Bottom,Entertainment,Evening,0
48.0,Female,Mobile,Top,missing,Evening,1
missing,Male,Tablet,Side,Social Media,Night,1
missing,Female,Mobile,Top,missing,Night,0
52.0,Male,missing,Bottom,missing,Afternoon,0
41.0,Male,Desktop,Side,missing,missing,1
missing,missing,Mobile,Side,Education,Evening,0
31.0,Non-Binary,missing,Side,Shopping,missing,0
missing,Male,missing,missing,Shopping,Evening,1
missing,missing,missing,Side,News,Morning,1
22.0,missing,Desktop,Bottom,News,Night,1
missing,Male,Desktop,Top,Entertainment,Evening,1
missing,Female,missing,Top,News,Evening,1
missing,missing,Tablet,Side,missing,Evening,1
missing,Non-Binary,Mobile,Side,Shopping,Morning,0
missing,missing,Mobile,Side,Social Media,Afternoon,1
40.0,Male,Tablet,Side,missing,Night,0
missing,Female,Tablet,Bottom,Shopping,Night,1
30.0,Non-Binary,Mobile,missing,missing,Morning,1
missing,missing,missing,missing,Entertainment,Night,1
44.0,Female,Mobile,missing,missing,Morning,0
missing,missing,Desktop,Top,missing,missing,0
52.0,missing,Mobile,Top,missing,Morning,0
20.0,Female,Mobile,missing,missing,Afternoon,1
39.0,missing,Desktop,missing,missing,missing,1
59.0,Male,Desktop,Top,Entertainment,Afternoon,1
missing,missing,Mobile,Bottom,Social Media,missing,1
50.0,Female,missing,Bottom,missing,Evening,1
19.0,Female,Mobile,Top,missing,Morning,0
missing,Female,Desktop,missing,Entertainment,Evening,1
25.0,missing,Tablet,Top,missing,Afternoon,0
missing,Female,Tablet,Bottom,Education,Evening,1
missing,Female,Tablet,Side,Education,Morning,1
63.0,missing,Tablet,Bottom,Entertainment,Evening,0
36.0,missing,Tablet,Side,missing,Morning,1
missing,missing,Mobile,Top,missing,Morning,1
37.0,missing,Tablet,Side,missing,Afternoon,0
missing,missing,Tablet,Top,missing,Night,0
missing,missing,Tablet,Side,Entertainment,Evening,1
59.0,missing,Tablet,Side,missing,Evening,1
missing,Male,missing,missing,Social Media,Night,1
missing,Non-Binary,Desktop,Side,missing,Night,1
37.0,Male,Desktop,Bottom,missing,Afternoon,1
40.0,Female,missing,missing,missing,Morning,1
55.0,missing,missing,Top,missing,Night,1
23.0,Male,missing,Bottom,Shopping,Night,0
